,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_145,2,3,NA,2,2,5,NA,5,2,2,11,2,NA,0,NA,64
cell_146,2,3,NA,2,2,5,11,5,2,2,11,2,NA,0,6,NA
cell_147,2,3,0,2,2,NA,11,5,NA,2,11,2,3,0,6,NA
cell_148,0,3,0,2,2,NA,11,5,2,NA,11,2,3,0,6,64
cell_149,0,3,NA,2,2,5,11,0,2,NA,11,2,3,2,6,NA
cell_150,0,NA,3,2,2,5,NA,NA,2,2,NA,2,3,2,6,64
cell_151,5,3,2,NA,2,5,11,3,2,2,11,2,3,0,6,64
cell_152,NA,NA,2,NA,2,5,11,2,2,2,11,2,3,12,NA,64
cell_153,0,3,2,NA,2,NA,11,3,2,2,NA,2,NA,8,6,64
cell_154,NA,3,2,NA,2,5,11,3,2,2,11,NA,NA,NA,6,64
cell_155,2,3,2,2,2,5,11,NA,2,NA,11,2,3,2,6,64
cell_156,0,3,2,2,2,5,11,NA,2,NA,11,2,3,NA,6,64
cell_157,0,3,29,2,2,5,11,0,NA,2,11,2,3,19,6,64
cell_158,0,3,0,2,2,NA,11,2,2,2,NA,2,3,19,6,64
cell_159,5,3,3,2,2,5,11,2,2,2,11,2,3,NA,6,64
cell_160,0,3,0,2,2,5,11,0,2,2,11,2,NA,19,NA,64
cell_161,0,3,2,2,2,5,NA,8,2,2,11,2,3,NA,6,2
cell_162,0,NA,NA,2,2,NA,2,8,2,2,11,2,3,0,6,2
cell_163,NA,3,2,2,NA,5,2,8,2,2,11,2,3,0,6,2
cell_164,8,NA,2,2,2,5,NA,NA,2,2,11,2,3,2,6,2
cell_165,NA,3,0,2,2,5,2,8,NA,2,11,NA,3,2,6,NA
cell_166,0,3,0,2,2,NA,2,NA,2,2,11,2,3,2,6,2
cell_167,NA,3,2,2,NA,5,2,8,2,2,11,NA,3,2,6,2
cell_168,0,3,2,NA,NA,5,2,8,NA,2,NA,2,NA,2,NA,2
cell_169,0,3,6,2,2,5,NA,0,NA,2,NA,2,3,5,6,2
cell_170,0,3,0,2,2,NA,2,0,2,2,11,2,NA,5,6,2
cell_171,2,3,0,2,2,5,2,5,2,2,11,NA,3,5,6,2
cell_172,2,3,0,2,2,5,2,0,NA,2,11,NA,NA,5,NA,2
cell_173,2,3,5,NA,NA,NA,2,2,2,2,11,2,NA,5,6,2
cell_174,0,NA,0,2,NA,5,NA,2,NA,2,NA,NA,3,5,6,2
cell_175,27,NA,NA,2,2,5,2,NA,2,2,11,2,3,5,6,2
cell_176,27,3,0,2,2,5,NA,2,2,NA,11,2,3,5,6,2
cell_177,0,3,3,2,2,5,8,NA,2,NA,11,2,3,5,6,2
cell_178,0,3,0,2,NA,5,8,2,2,NA,11,NA,3,5,6,NA
cell_179,3,3,0,2,2,5,8,NA,2,NA,NA,2,3,5,6,2
cell_180,0,3,NA,2,2,5,8,NA,2,0,11,2,3,NA,NA,2
cell_181,NA,3,0,2,NA,5,8,2,2,5,NA,2,3,NA,NA,2
cell_182,NA,3,NA,2,2,NA,8,2,2,5,11,2,3,5,NA,NA
cell_183,0,3,NA,2,NA,5,8,2,NA,0,11,NA,3,5,NA,NA
cell_184,NA,NA,2,NA,2,5,8,2,2,0,NA,2,3,5,6,2
cell_185,NA,3,2,2,2,5,0,12,2,5,NA,2,3,5,6,NA
cell_186,4,3,2,2,2,5,0,12,2,5,11,2,3,NA,6,2
cell_187,3,3,0,2,2,5,0,12,2,5,NA,NA,3,5,6,2
cell_188,3,3,NA,2,2,5,NA,NA,2,NA,11,2,NA,5,NA,2
cell_189,3,3,0,2,NA,5,NA,NA,2,5,11,2,NA,5,6,2
cell_190,3,3,0,2,2,5,NA,0,NA,5,11,2,3,NA,6,NA
cell_191,3,NA,21,2,2,NA,2,0,2,5,11,2,3,NA,6,2
cell_192,3,3,NA,NA,NA,NA,2,0,2,NA,11,2,3,5,6,2
cell_193,5,3,NA,2,2,5,2,2,2,0,11,NA,3,37,6,3
cell_194,NA,3,3,2,2,5,2,2,2,NA,11,NA,3,NA,6,3
cell_195,5,NA,3,2,2,NA,2,2,2,NA,NA,NA,3,NA,6,3
cell_196,5,3,NA,2,2,5,2,2,2,2,11,2,3,NA,NA,NA
cell_197,5,3,3,NA,2,5,2,2,2,NA,11,2,3,NA,NA,5
cell_198,NA,3,3,2,2,5,NA,2,2,NA,11,2,3,0,6,5
cell_199,5,3,3,2,2,5,2,2,2,NA,11,NA,3,0,6,NA
cell_200,5,3,3,2,2,NA,NA,2,2,NA,NA,2,3,0,6,5
cell_201,0,3,3,2,2,5,4,2,NA,2,11,2,3,0,6,NA
cell_202,0,3,3,2,2,NA,4,2,2,NA,NA,2,3,NA,6,23
cell_203,NA,NA,3,2,2,5,NA,2,2,2,11,2,3,0,6,0
cell_204,0,3,3,2,NA,5,4,2,2,2,11,2,3,0,NA,0
cell_205,2,3,3,NA,NA,NA,0,NA,2,0,11,NA,3,2,6,4
cell_206,0,3,3,NA,2,5,0,2,2,0,11,2,3,2,6,0
cell_207,0,3,3,2,2,5,0,2,NA,2,11,2,3,0,NA,0
cell_208,NA,3,3,NA,NA,NA,NA,2,NA,2,11,2,NA,0,6,NA
cell_209,0,3,3,2,2,5,4,20,2,0,11,NA,3,NA,6,NA
cell_210,0,3,3,2,NA,NA,4,NA,2,0,NA,NA,NA,2,6,0
cell_211,5,3,3,NA,2,5,NA,20,2,3,11,2,3,2,6,9
cell_212,5,NA,3,NA,2,5,NA,NA,2,0,NA,2,3,NA,NA,0
cell_213,NA,NA,NA,2,NA,5,3,NA,2,NA,11,NA,3,2,6,0
cell_214,4,3,3,2,2,5,NA,NA,2,2,NA,2,3,2,6,NA
cell_215,4,3,3,NA,2,5,2,20,2,0,11,2,3,2,6,5
cell_216,4,3,3,NA,NA,NA,2,NA,2,0,11,2,3,NA,6,0
cell_217,7,NA,0,NA,NA,NA,5,2,2,3,11,NA,NA,2,NA,NA
cell_218,7,3,NA,2,2,5,5,0,2,NA,NA,2,NA,2,6,0
cell_219,7,3,NA,NA,2,NA,5,3,2,0,11,2,3,NA,6,2
cell_220,7,3,NA,2,2,5,5,3,2,NA,11,2,NA,2,6,NA
cell_221,3,3,0,NA,2,5,2,0,2,0,NA,2,3,2,6,21
cell_222,3,3,5,2,2,5,2,0,NA,NA,11,2,3,2,6,21
cell_223,2,3,NA,2,2,NA,NA,5,NA,0,11,2,3,2,6,0
cell_224,NA,NA,NA,2,2,5,NA,0,2,0,11,2,NA,NA,6,2
cell_225,12,3,2,2,2,5,2,NA,2,2,11,2,3,2,6,10
cell_226,NA,3,NA,NA,2,5,NA,2,2,2,11,NA,3,2,6,0
cell_227,12,NA,2,2,2,5,2,NA,2,NA,11,2,3,2,6,3
cell_228,12,NA,2,2,2,5,NA,2,NA,NA,11,2,3,2,6,3
cell_229,12,3,2,NA,NA,5,2,2,2,2,11,NA,3,NA,6,NA
cell_230,NA,3,2,2,2,5,2,2,2,NA,11,2,NA,2,6,10
cell_231,12,3,2,2,2,5,2,2,2,2,11,NA,3,2,6,2
cell_232,12,3,2,2,2,5,2,2,2,2,11,2,3,2,6,42
cell_233,12,3,2,2,2,5,2,5,2,NA,11,NA,3,2,6,2
cell_234,12,3,NA,2,2,5,2,5,2,2,11,2,NA,2,6,2
cell_235,12,NA,2,2,2,5,2,NA,NA,2,11,2,NA,2,NA,2
cell_236,12,3,2,2,NA,5,2,5,2,2,11,NA,3,2,NA,2
cell_237,12,3,2,NA,NA,5,2,5,NA,2,11,2,3,2,6,2
cell_238,12,NA,2,2,NA,5,2,5,2,2,11,2,NA,2,6,2
cell_239,NA,3,2,2,2,5,2,5,2,NA,11,2,3,NA,6,2
cell_240,12,3,2,2,2,5,2,5,2,NA,11,2,NA,2,6,2
cell_241,NA,3,0,2,NA,5,3,0,2,2,11,2,3,0,6,3
cell_242,12,NA,0,NA,2,5,NA,0,NA,2,11,2,NA,0,6,3
cell_243,12,3,NA,NA,2,5,3,4,NA,2,11,2,3,0,6,3
cell_244,NA,NA,NA,2,2,NA,3,NA,2,NA,11,2,3,0,NA,3
cell_245,12,NA,2,NA,NA,5,0,NA,2,2,11,NA,3,5,6,0
cell_246,12,3,2,2,2,NA,NA,0,2,2,11,2,3,0,6,5
cell_247,12,3,0,2,2,5,NA,4,NA,2,NA,2,3,0,6,0
cell_248,12,3,NA,2,2,5,0,NA,2,2,NA,NA,NA,0,6,2
cell_249,12,3,2,NA,2,5,0,NA,NA,2,11,2,3,0,6,0
cell_250,12,3,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cell_251,12,3,2,2,2,5,0,0,NA,2,11,NA,3,2,6,0
cell_252,12,3,0,2,NA,NA,0,0,2,NA,11,NA,NA,2,NA,NA
cell_253,12,3,0,2,2,NA,0,0,2,NA,11,2,NA,NA,6,NA
cell_254,12,3,NA,NA,2,5,0,0,2,2,11,2,3,2,6,0
cell_255,12,3,0,NA,2,5,0,0,NA,2,11,2,3,0,NA,0
cell_256,12,3,NA,2,2,5,0,3,NA,2,11,2,NA,NA,NA,0
cell_257,8,3,5,NA,2,2,NA,NA,NA,NA,11,2,3,2,11,NA
cell_258,8,3,NA,NA,2,2,NA,NA,NA,NA,11,2,NA,2,NA,3
cell_259,8,3,5,NA,2,NA,NA,NA,NA,NA,11,2,3,2,11,3
cell_260,8,3,5,2,NA,2,NA,NA,NA,NA,11,2,3,NA,11,3
cell_261,8,3,NA,2,2,NA,NA,NA,NA,NA,11,2,3,2,11,3
cell_262,8,3,5,2,2,2,NA,NA,NA,NA,11,NA,3,2,NA,3
cell_263,8,3,5,2,2,NA,NA,NA,NA,NA,11,NA,3,2,11,3
cell_264,8,NA,5,2,2,2,NA,NA,NA,NA,11,2,3,2,11,3
cell_265,NA,3,5,2,2,2,NA,NA,NA,NA,11,2,3,2,NA,3
cell_266,NA,NA,NA,2,2,2,NA,NA,NA,NA,11,2,3,2,NA,3
cell_267,8,3,5,NA,NA,2,NA,NA,NA,NA,11,2,3,NA,11,3
cell_268,NA,3,5,NA,2,2,NA,NA,NA,NA,NA,NA,3,2,11,3
cell_269,8,3,5,2,2,2,NA,NA,NA,NA,11,NA,3,2,11,3
cell_270,8,3,5,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,11,3
cell_271,NA,3,NA,2,2,2,NA,NA,NA,NA,11,NA,3,NA,11,NA
cell_272,8,3,NA,2,2,2,NA,NA,NA,NA,11,2,3,2,11,NA
cell_273,8,3,5,2,2,NA,NA,NA,NA,NA,11,NA,NA,NA,11,3
cell_274,8,3,5,2,NA,2,NA,NA,NA,NA,11,2,3,2,11,3
cell_275,8,3,5,2,2,2,NA,NA,NA,NA,11,NA,NA,2,11,3
cell_276,8,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,11,3
cell_277,8,NA,5,2,2,NA,NA,NA,NA,NA,11,2,3,2,11,3
cell_278,8,3,5,2,2,5,NA,NA,NA,NA,11,2,3,NA,11,3
cell_279,8,3,NA,2,2,5,NA,NA,NA,NA,11,2,3,NA,11,3
cell_280,8,NA,5,NA,NA,5,NA,NA,NA,NA,11,2,3,2,11,3
cell_281,8,3,5,2,2,NA,NA,NA,NA,NA,11,2,3,2,11,3
cell_282,8,3,5,2,2,2,NA,NA,NA,NA,11,NA,3,2,11,3
cell_283,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,11,3
cell_284,8,3,5,2,2,0,NA,NA,NA,NA,11,2,3,2,11,NA
cell_285,8,NA,5,NA,2,NA,NA,NA,NA,NA,11,2,3,2,11,NA
cell_286,8,3,5,NA,2,5,NA,NA,NA,NA,11,2,3,NA,11,3
cell_287,8,NA,5,NA,2,NA,NA,NA,NA,NA,11,2,3,NA,11,3
cell_288,8,3,5,2,2,0,NA,NA,NA,NA,11,2,3,2,NA,3
cell_289,3,3,5,2,2,5,3,3,3,2,11,2,0,NA,11,3
cell_290,3,3,NA,2,2,NA,3,3,3,0,11,2,2,0,11,3
cell_291,3,3,5,2,NA,5,3,3,3,NA,11,2,NA,0,11,3
cell_292,3,3,NA,2,NA,5,3,3,3,15,11,2,2,0,11,NA
cell_293,3,3,5,NA,2,5,3,2,3,0,11,2,0,8,11,3
cell_294,3,NA,5,NA,2,5,3,2,3,0,11,2,0,8,11,NA
cell_295,3,NA,5,NA,2,5,NA,0,3,0,11,2,NA,8,11,3
cell_296,3,3,5,2,2,5,NA,2,3,0,11,2,NA,8,NA,3
cell_297,0,3,5,NA,2,NA,3,0,3,NA,11,2,2,3,NA,3
cell_298,0,3,5,NA,2,5,3,0,NA,2,11,2,2,3,NA,3
cell_299,2,3,5,2,NA,5,3,2,3,0,11,2,2,3,NA,3
cell_300,NA,NA,5,2,2,5,NA,0,NA,2,NA,NA,2,3,11,3
cell_301,NA,NA,5,2,2,5,3,NA,3,2,NA,2,NA,3,11,3
cell_302,NA,3,5,NA,2,NA,NA,NA,3,NA,11,2,2,NA,NA,3
cell_303,0,NA,5,2,2,5,3,0,3,2,11,2,3,3,11,3
cell_304,4,3,5,2,NA,NA,3,2,3,2,11,2,0,3,11,NA
cell_305,2,3,5,NA,2,5,3,0,3,5,11,2,NA,NA,11,3
cell_306,2,3,5,2,2,5,3,0,3,NA,NA,2,2,3,11,3
cell_307,NA,NA,5,2,2,5,3,0,3,5,11,NA,2,NA,NA,3
cell_308,2,NA,5,NA,2,5,3,0,3,5,11,2,2,3,11,3
cell_309,2,3,5,NA,2,5,3,0,NA,NA,11,NA,2,2,NA,3
cell_310,2,3,5,2,2,NA,NA,0,3,5,11,2,2,2,11,3
cell_311,2,3,5,NA,NA,NA,3,0,3,5,11,2,NA,2,11,3
cell_312,2,3,NA,2,2,5,3,0,3,5,11,2,2,2,11,3
cell_313,2,3,5,2,2,5,3,NA,3,NA,11,2,2,0,NA,3
cell_314,2,3,NA,2,2,NA,3,0,3,14,11,NA,2,0,11,3
cell_315,2,3,5,NA,2,5,NA,0,NA,14,11,2,2,0,11,NA
cell_316,NA,3,5,2,2,5,NA,NA,3,14,11,NA,2,NA,11,3
cell_317,2,3,NA,2,NA,5,3,3,3,NA,NA,2,2,0,11,NA
cell_318,2,3,NA,2,2,5,3,3,3,14,11,NA,2,0,11,NA
cell_319,NA,3,5,2,NA,5,3,3,NA,NA,11,2,2,0,11,NA
cell_320,2,NA,5,2,2,5,3,3,3,14,11,2,NA,0,NA,3
cell_321,0,3,NA,2,2,NA,NA,0,2,3,11,NA,2,2,3,NA
cell_322,6,3,NA,NA,2,NA,3,0,2,3,11,2,NA,2,NA,NA
cell_323,2,NA,5,2,2,NA,NA,0,2,3,11,2,2,2,3,2
cell_324,0,3,5,2,2,12,NA,4,2,3,11,NA,2,NA,3,2
cell_325,2,3,NA,2,2,NA,3,NA,2,NA,11,2,2,2,3,2
cell_326,NA,3,5,2,2,12,3,NA,2,3,NA,2,2,2,3,2
cell_327,0,3,5,2,2,12,NA,14,NA,3,11,2,2,2,3,2
cell_328,0,3,5,2,2,12,3,14,2,3,11,2,2,2,3,2
cell_329,0,3,5,2,2,12,3,2,2,3,11,2,NA,2,3,2
cell_330,13,3,NA,2,2,12,3,NA,2,3,11,2,NA,2,3,2
cell_331,0,3,NA,2,2,12,3,0,2,3,11,2,2,2,3,2
cell_332,NA,3,NA,2,2,NA,3,0,2,3,11,2,2,2,NA,2
cell_333,0,3,5,NA,NA,NA,3,3,2,NA,11,2,2,2,3,2
cell_334,0,3,5,2,2,NA,3,3,2,3,11,2,2,NA,3,2
cell_335,0,NA,5,2,2,12,3,3,2,3,11,2,2,NA,NA,2
cell_336,0,3,5,2,NA,12,NA,NA,NA,NA,11,2,2,NA,3,2
cell_337,5,3,NA,2,2,12,2,5,2,3,NA,NA,2,2,3,2
cell_338,NA,3,5,2,2,12,NA,5,2,3,NA,2,2,2,3,2
cell_339,5,3,NA,2,2,12,2,NA,2,3,11,NA,2,2,3,2
cell_340,5,3,5,2,2,12,2,5,2,3,11,NA,NA,2,3,2
cell_341,NA,3,5,2,2,12,0,5,2,NA,11,2,2,3,3,2
