,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
cell_45,2,2,2,3,4,NA,NA,3,2,3,5,2,4,2,2,2
cell_46,NA,2,NA,3,NA,4,2,NA,NA,3,5,NA,NA,2,2,2
cell_47,2,2,0,3,4,NA,2,3,NA,3,5,NA,4,2,2,NA
cell_48,2,2,0,3,4,4,2,3,NA,3,5,2,NA,NA,2,NA
cell_49,2,2,0,0,4,4,2,NA,0,0,0,2,4,NA,2,NA
cell_50,NA,2,2,2,4,4,2,3,0,0,NA,2,NA,2,2,2
cell_51,2,NA,0,0,NA,NA,2,3,NA,0,0,2,NA,5,2,2
cell_52,2,2,0,0,4,4,2,3,0,2,0,2,4,5,2,NA
cell_53,2,2,5,15,4,NA,2,NA,0,NA,0,2,4,NA,2,2
cell_54,NA,2,5,0,4,4,2,3,0,0,2,2,4,5,2,2
cell_55,2,2,NA,0,NA,4,NA,3,NA,0,0,2,4,NA,NA,2
cell_56,NA,2,0,0,4,4,NA,3,2,0,0,2,4,0,NA,2
cell_57,2,2,NA,2,NA,4,2,3,2,5,2,2,4,NA,2,2
cell_58,2,2,0,NA,4,4,2,3,2,5,NA,2,4,0,2,NA
cell_59,2,NA,0,2,4,4,2,3,NA,5,2,2,4,0,2,NA
cell_60,2,2,5,2,NA,4,2,NA,2,5,2,2,NA,NA,2,NA
cell_61,2,2,0,0,4,NA,2,3,2,5,NA,2,NA,2,2,2
cell_62,2,2,0,NA,4,4,2,3,NA,5,NA,2,4,0,2,NA
cell_63,2,2,8,0,NA,4,2,3,2,NA,2,2,NA,NA,2,2
cell_64,2,2,2,0,4,4,2,3,2,5,NA,2,NA,0,NA,NA
cell_65,NA,2,3,4,NA,4,2,3,2,39,0,2,4,5,3,NA
cell_66,NA,2,3,4,4,4,2,3,2,39,0,2,NA,NA,3,2
cell_67,NA,2,3,NA,4,NA,NA,3,2,39,10,2,4,0,3,2
cell_68,2,2,NA,4,4,4,2,3,2,NA,0,NA,4,0,3,NA
cell_69,2,NA,3,0,4,4,NA,NA,2,NA,NA,2,NA,2,3,2
cell_70,NA,NA,NA,NA,4,4,2,3,2,39,NA,2,4,2,3,2
cell_71,NA,2,NA,0,4,4,2,3,2,39,0,2,NA,0,3,NA
cell_72,NA,2,3,0,NA,4,2,3,2,NA,2,2,NA,0,NA,2
cell_73,2,2,3,2,4,4,2,3,2,39,0,NA,4,0,3,2
cell_74,NA,2,3,2,4,NA,NA,3,NA,39,0,2,4,0,3,2
cell_75,NA,NA,3,2,4,NA,2,3,NA,39,0,2,4,0,3,2
cell_76,NA,2,3,2,4,4,2,3,2,39,0,2,4,NA,3,2
cell_77,2,2,3,2,NA,4,2,3,2,39,0,2,4,0,3,2
cell_78,2,2,NA,2,4,4,NA,3,2,39,0,2,NA,2,3,2
cell_79,2,2,3,2,NA,4,2,3,2,39,5,2,4,0,3,2
cell_80,2,2,3,NA,4,4,2,NA,2,NA,5,NA,4,0,3,2
cell_81,2,2,3,5,4,NA,2,3,2,NA,0,NA,4,0,0,2
cell_82,2,2,3,5,NA,4,2,3,NA,39,0,2,4,0,4,2
cell_83,NA,NA,3,5,4,NA,2,3,2,39,2,NA,NA,0,2,NA
cell_84,NA,2,3,NA,4,4,2,3,NA,39,3,2,4,0,0,NA
cell_85,2,NA,3,5,4,4,2,3,2,39,NA,2,4,0,12,2
cell_86,NA,2,3,5,4,NA,2,3,NA,NA,0,2,4,0,4,NA
cell_87,2,2,3,5,4,4,2,3,2,39,NA,2,4,0,NA,2
cell_88,2,2,NA,5,NA,4,NA,3,2,39,NA,2,4,NA,54,2
cell_89,2,2,3,5,4,4,2,NA,2,39,0,NA,NA,NA,NA,2
cell_90,2,2,3,5,NA,4,2,3,2,NA,NA,2,4,0,0,2
cell_91,2,2,NA,5,4,4,2,NA,2,39,0,2,4,0,NA,2
cell_92,NA,NA,3,5,4,4,2,3,2,39,0,2,NA,0,0,NA
cell_93,2,NA,3,5,4,4,2,3,2,39,0,2,NA,NA,2,NA
cell_94,2,2,3,NA,4,NA,2,3,2,39,2,2,NA,4,2,2
cell_95,2,2,3,5,4,NA,2,3,2,39,7,2,NA,4,0,2
cell_96,2,NA,3,5,4,4,2,3,2,39,0,2,NA,4,0,2
cell_97,2,2,3,2,4,4,2,NA,NA,NA,NA,2,4,2,2,2
cell_98,2,2,3,2,4,4,2,3,NA,NA,NA,2,NA,2,NA,2
cell_99,2,2,NA,2,4,4,2,NA,NA,NA,NA,2,4,2,NA,2
cell_100,2,2,3,2,4,4,2,3,NA,NA,NA,2,4,2,0,NA
cell_101,2,2,3,2,4,4,2,3,NA,39,5,2,4,2,2,2
cell_102,2,2,3,2,4,4,2,3,0,39,NA,2,4,NA,NA,2
cell_103,2,2,3,2,4,NA,2,3,2,39,5,2,4,2,2,2
cell_104,2,2,3,NA,4,NA,2,3,NA,NA,NA,2,4,NA,2,2
cell_105,2,2,3,2,4,4,2,3,2,39,5,2,4,2,0,2
cell_106,2,NA,3,2,4,4,2,3,2,39,5,2,4,2,NA,2
cell_107,2,2,3,2,4,4,NA,3,2,NA,5,2,4,2,0,2
cell_108,NA,NA,3,2,4,4,2,3,NA,39,NA,2,NA,2,0,NA
cell_109,NA,NA,3,2,4,4,2,3,0,39,NA,2,4,2,5,2
cell_110,NA,2,3,NA,4,4,2,NA,0,39,4,2,4,2,NA,2
cell_111,2,2,3,2,4,4,2,3,0,NA,0,2,4,2,0,2
cell_112,2,2,3,2,NA,NA,2,3,0,NA,0,2,4,2,0,2
cell_113,2,NA,3,2,4,4,2,3,5,39,2,NA,4,2,0,NA
cell_114,2,2,NA,2,NA,4,2,3,5,NA,2,2,4,2,0,2
cell_115,2,2,3,NA,4,4,2,NA,5,39,2,2,4,2,NA,NA
cell_116,NA,2,3,2,4,4,NA,3,5,39,NA,NA,NA,NA,0,2
cell_117,2,NA,3,2,NA,NA,NA,3,5,39,5,2,NA,2,2,2
cell_118,2,2,3,2,4,4,2,3,5,39,5,2,4,2,NA,2
cell_119,2,NA,3,NA,NA,NA,2,NA,5,39,5,2,NA,2,2,2
cell_120,NA,NA,NA,2,4,4,2,3,5,39,5,2,4,NA,2,2
cell_121,2,NA,3,2,4,4,2,3,0,39,2,2,4,2,0,2
cell_122,2,NA,NA,2,4,NA,2,NA,NA,39,NA,2,4,2,0,2
cell_123,NA,2,3,2,4,4,2,3,0,39,2,2,NA,2,0,2
cell_124,2,2,3,2,4,4,NA,3,14,39,NA,2,4,2,2,2
cell_125,2,2,NA,2,4,4,2,3,3,39,3,2,4,2,NA,2
cell_126,2,2,3,2,4,4,NA,3,0,39,3,NA,4,2,24,2
cell_127,2,2,3,2,4,4,NA,3,0,39,NA,2,4,2,0,2
cell_128,2,2,3,NA,4,4,NA,3,NA,NA,0,2,4,2,0,2
cell_129,2,2,2,0,4,4,2,3,NA,2,9,2,3,26,NA,5
cell_130,2,2,2,NA,NA,4,2,3,NA,2,NA,2,3,26,NA,5
cell_131,2,2,2,0,4,NA,2,3,NA,2,NA,2,3,26,2,5
cell_132,NA,2,2,0,NA,NA,2,3,2,2,0,NA,3,NA,2,5
cell_133,NA,2,2,0,NA,4,2,3,2,2,NA,2,3,26,2,5
cell_134,2,NA,2,0,4,4,2,NA,2,2,NA,2,3,26,2,5
cell_135,2,2,2,2,4,4,2,3,2,2,0,2,3,26,2,5
cell_136,2,NA,NA,2,NA,NA,2,3,2,2,0,NA,3,26,2,5
cell_137,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
cell_138,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
cell_139,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
cell_140,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
cell_141,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
cell_142,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
cell_143,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
cell_144,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
cell_145,2,2,2,2,4,4,2,3,2,NA,2,2,3,NA,2,5
cell_146,2,2,2,NA,NA,NA,2,3,2,2,NA,2,3,5,2,5
cell_147,NA,2,2,2,4,NA,2,NA,2,NA,2,2,3,NA,2,5
cell_148,2,NA,2,2,4,4,NA,3,2,NA,2,2,3,NA,2,NA
cell_149,2,2,2,NA,4,4,2,NA,2,2,3,2,3,5,2,5
cell_150,NA,2,2,2,4,4,2,3,NA,2,3,2,NA,5,2,NA
cell_151,2,2,2,2,4,NA,NA,3,2,NA,NA,2,3,5,2,5
cell_152,2,2,2,2,4,4,2,3,2,2,0,2,3,5,NA,5
cell_153,NA,2,2,0,NA,4,2,3,2,2,NA,NA,NA,2,2,5
cell_154,2,2,2,5,NA,NA,2,3,2,2,2,NA,3,0,2,NA
cell_155,2,2,2,0,4,4,2,3,2,2,2,2,3,0,2,NA
cell_156,2,NA,NA,NA,4,4,2,3,NA,2,2,2,3,0,2,5
cell_157,2,NA,2,2,4,NA,2,3,NA,2,0,2,3,4,2,5
cell_158,2,2,2,2,4,4,2,3,2,2,0,2,3,4,2,5
cell_159,2,2,2,NA,4,4,2,3,2,2,5,2,NA,4,NA,NA
cell_160,2,2,2,NA,4,NA,2,3,2,2,5,2,3,4,2,NA
cell_161,2,2,2,0,NA,NA,NA,3,2,2,2,2,NA,4,2,NA
cell_162,NA,2,2,4,NA,4,NA,3,NA,2,NA,2,3,4,2,5
cell_163,2,2,2,NA,NA,4,2,3,2,NA,2,NA,3,4,2,5
cell_164,2,NA,2,2,NA,4,2,NA,2,2,2,2,NA,4,2,5
cell_165,2,2,2,5,4,4,2,3,2,NA,2,2,3,NA,2,5
cell_166,2,NA,2,2,4,4,2,3,2,2,2,2,3,4,2,5
cell_167,2,2,2,0,NA,4,NA,3,2,2,2,NA,3,4,2,5
cell_168,NA,2,NA,2,4,4,2,3,2,2,2,2,3,4,2,5
cell_169,2,NA,2,0,4,4,2,3,2,2,2,2,3,2,2,5
cell_170,2,2,NA,0,4,4,2,3,2,2,2,2,3,NA,NA,5
cell_171,2,2,2,0,4,4,2,3,2,2,2,NA,3,2,NA,NA
cell_172,2,NA,2,NA,4,4,NA,3,NA,2,2,2,3,2,NA,5
cell_173,2,NA,NA,2,4,4,2,3,2,2,2,2,3,NA,2,5
cell_174,NA,2,2,2,4,4,2,3,2,2,2,2,3,2,2,5
cell_175,2,2,2,0,4,NA,2,3,2,2,2,NA,3,NA,2,NA
cell_176,NA,2,2,0,4,4,2,3,2,NA,2,2,NA,NA,2,NA
cell_177,2,2,2,0,4,4,2,3,2,2,NA,2,NA,0,0,NA
cell_178,2,2,2,2,4,4,2,3,NA,2,2,2,3,0,NA,NA
cell_179,NA,2,2,0,4,4,2,3,2,NA,NA,2,3,NA,0,5
cell_180,2,NA,2,0,4,4,2,3,2,2,2,2,3,0,0,5
cell_181,2,NA,2,0,4,4,NA,3,NA,2,2,2,NA,9,5,NA
cell_182,NA,2,2,0,NA,4,2,3,NA,2,2,2,3,9,5,NA
cell_183,2,2,2,0,4,NA,2,3,2,2,2,2,3,NA,0,5
cell_184,2,NA,NA,0,4,4,2,3,2,2,2,2,3,0,0,5
cell_185,2,2,2,2,4,NA,2,NA,2,2,2,2,NA,NA,0,5
cell_186,NA,NA,2,2,4,4,2,3,2,2,2,2,NA,20,NA,5
cell_187,2,2,2,2,4,NA,2,3,2,2,2,NA,3,20,NA,5
cell_188,2,2,2,NA,4,4,NA,NA,2,2,2,2,3,20,2,5
cell_189,2,2,2,2,4,4,2,3,NA,2,2,NA,3,0,0,5
cell_190,2,2,2,NA,4,4,2,3,2,2,2,2,3,2,0,5
cell_191,2,NA,NA,2,4,4,2,3,2,2,2,2,3,2,5,5
cell_192,2,2,2,NA,4,NA,NA,3,2,2,2,2,3,NA,0,5
cell_193,NA,2,2,4,4,NA,2,3,2,2,12,2,3,9,0,5
cell_194,2,2,2,4,4,NA,2,3,2,2,12,2,3,NA,0,5
cell_195,2,NA,2,4,4,NA,2,NA,2,2,NA,2,3,9,NA,5
cell_196,2,2,NA,4,4,NA,2,NA,2,2,12,2,3,9,9,5
cell_197,2,2,2,4,4,4,2,3,2,2,NA,2,3,9,0,5
cell_198,2,2,2,4,4,4,2,3,2,2,NA,2,3,9,0,5
cell_199,2,2,2,4,NA,4,2,3,2,NA,0,NA,3,9,0,5
cell_200,2,2,2,4,4,NA,2,3,2,2,NA,NA,3,9,0,5
cell_201,NA,2,2,4,4,4,2,3,2,NA,0,2,3,9,0,5
cell_202,NA,2,2,NA,NA,4,2,NA,NA,2,NA,2,3,9,0,5
cell_203,NA,2,2,4,NA,4,2,3,2,2,0,2,3,9,6,5
cell_204,2,2,NA,NA,NA,4,2,NA,NA,2,0,NA,3,9,0,NA
cell_205,2,NA,NA,4,4,4,2,3,2,2,0,2,3,9,0,5
cell_206,2,2,2,4,4,4,2,3,2,2,NA,NA,3,NA,0,NA
cell_207,NA,NA,2,4,4,4,2,3,2,2,0,2,3,9,NA,NA
cell_208,2,2,2,NA,NA,4,2,3,2,2,0,2,3,9,0,NA
cell_209,2,2,2,4,4,NA,NA,NA,NA,2,5,2,NA,9,2,5
cell_210,2,2,2,4,4,4,2,NA,2,2,NA,2,3,9,2,5
cell_211,2,2,2,NA,4,4,2,3,2,2,5,2,3,9,2,5
cell_212,2,2,NA,4,4,4,2,NA,2,NA,5,2,3,9,NA,5
cell_213,2,2,2,4,4,NA,2,NA,2,0,5,NA,3,9,2,5
cell_214,2,2,2,4,4,4,NA,3,2,0,5,2,3,9,2,5
cell_215,2,2,2,4,NA,NA,2,3,2,0,NA,NA,3,9,NA,5
cell_216,2,2,2,NA,4,4,2,3,2,0,5,2,NA,9,2,5
cell_217,2,2,2,4,4,4,NA,3,2,5,0,2,3,NA,2,5
cell_218,2,2,2,4,4,4,2,NA,2,5,0,NA,3,9,NA,5
cell_219,2,2,NA,4,4,NA,2,NA,2,5,0,2,3,9,2,5
cell_220,2,2,2,4,4,NA,2,3,2,5,NA,2,3,9,NA,5
cell_221,2,2,NA,4,4,4,NA,NA,2,5,0,NA,3,NA,2,5
cell_222,2,2,2,4,4,4,2,3,NA,NA,2,2,NA,9,2,5
cell_223,2,2,2,4,NA,NA,NA,3,2,NA,0,2,NA,NA,2,5
cell_224,2,2,2,4,4,4,NA,NA,2,NA,NA,2,3,9,2,5
cell_225,2,2,2,4,4,4,2,3,2,0,5,2,3,4,2,5
cell_226,2,2,NA,4,NA,4,2,3,2,0,5,NA,3,NA,2,NA
cell_227,2,2,2,NA,4,4,2,3,2,0,5,2,3,21,2,5
cell_228,2,NA,2,4,4,4,2,NA,2,0,5,2,3,0,NA,5
cell_229,2,NA,2,4,4,4,NA,NA,2,0,NA,2,3,3,2,NA
cell_230,2,NA,2,4,4,4,2,3,2,0,5,NA,3,3,2,5
cell_231,2,2,2,4,NA,4,2,3,2,NA,NA,NA,NA,0,NA,5
cell_232,2,NA,2,4,4,4,2,3,NA,2,5,2,3,NA,2,5
cell_233,NA,2,2,4,NA,NA,NA,3,2,NA,5,2,3,0,2,5
cell_234,2,NA,NA,4,4,NA,2,NA,2,0,5,2,3,5,2,5
cell_235,NA,2,2,4,4,4,2,3,2,0,NA,NA,3,NA,NA,NA
cell_236,2,2,2,4,4,NA,2,NA,2,0,5,2,3,0,NA,5
cell_237,2,2,2,4,4,4,2,3,2,NA,5,2,3,2,2,5
cell_238,2,2,2,4,4,4,2,3,2,2,NA,2,3,2,2,5
cell_239,2,NA,2,NA,NA,4,2,NA,NA,NA,5,2,3,2,2,NA
cell_240,2,2,2,4,4,4,2,NA,NA,0,5,NA,3,2,NA,5
cell_241,2,NA,2,4,NA,4,2,3,2,16,0,2,3,NA,0,5
cell_242,2,NA,2,4,4,4,2,3,2,16,0,2,3,0,5,5
cell_243,NA,2,2,NA,4,4,2,NA,NA,4,0,NA,3,NA,2,5
cell_244,NA,2,2,4,4,4,2,3,2,4,0,2,3,NA,2,5
cell_245,NA,2,2,4,NA,4,2,NA,2,2,85,NA,3,0,2,5
cell_246,2,2,NA,NA,4,4,NA,3,2,NA,85,2,NA,0,0,NA
cell_247,2,2,NA,4,4,4,2,3,2,0,NA,2,3,2,2,5
cell_248,2,2,2,4,4,4,2,3,2,NA,85,NA,3,2,NA,NA
cell_249,2,2,2,4,4,4,2,3,NA,NA,2,2,3,2,2,5
cell_250,2,2,2,4,NA,NA,2,3,2,0,NA,2,3,2,0,5
cell_251,2,2,2,NA,4,4,2,3,2,0,2,2,3,2,NA,5
cell_252,2,2,2,4,4,NA,2,3,2,0,2,2,3,2,0,5
cell_253,2,2,2,4,NA,NA,NA,3,2,4,0,2,3,2,0,5
cell_254,NA,2,2,NA,4,4,2,3,NA,4,NA,2,NA,2,2,5
cell_255,2,2,2,4,4,NA,2,3,2,4,0,NA,NA,NA,NA,5
cell_256,2,2,NA,4,4,NA,NA,3,2,4,0,2,3,2,2,5
cell_257,0,2,2,NA,4,4,5,NA,0,0,2,2,5,2,2,0
cell_258,0,2,2,5,NA,NA,5,0,0,0,0,2,0,NA,2,0
cell_259,11,2,NA,5,4,4,5,0,NA,5,0,2,0,2,NA,0
cell_260,NA,2,NA,NA,4,4,NA,0,NA,5,0,2,0,NA,2,0
cell_261,0,2,2,5,NA,NA,NA,0,NA,0,38,2,2,2,2,0
cell_262,0,2,2,5,4,4,5,0,0,0,38,2,2,2,2,9
cell_263,0,NA,2,5,4,4,5,NA,NA,2,NA,2,2,2,2,5
cell_264,0,2,2,5,NA,4,5,NA,NA,0,NA,2,2,2,NA,NA
cell_265,2,2,2,NA,4,4,5,NA,2,0,3,2,NA,2,2,0
cell_266,2,2,2,NA,4,4,5,0,2,0,3,2,2,2,2,0
cell_267,2,2,2,5,NA,4,5,0,NA,2,3,NA,NA,2,2,0
cell_268,NA,2,2,5,NA,NA,5,0,0,0,3,2,2,NA,2,0
cell_269,0,NA,NA,NA,4,NA,5,4,0,2,3,2,2,2,2,2
cell_270,0,2,2,5,NA,NA,NA,4,2,0,3,2,2,NA,2,0
cell_271,2,2,2,5,NA,4,5,4,2,NA,3,2,NA,2,2,0
cell_272,0,2,NA,5,4,4,5,4,2,5,3,2,2,2,2,0
cell_273,2,2,NA,3,NA,NA,NA,NA,4,38,2,NA,0,2,2,NA
cell_274,2,2,2,3,4,4,5,2,4,38,2,2,NA,2,2,0
cell_275,0,2,NA,NA,4,4,NA,NA,4,38,2,2,8,2,NA,NA
cell_276,0,2,2,3,4,4,5,2,4,NA,2,2,0,2,NA,0
cell_277,NA,2,2,3,4,4,5,2,4,NA,2,2,2,NA,2,NA
cell_278,NA,2,2,NA,4,4,NA,NA,4,38,NA,2,NA,2,2,5
cell_279,3,2,2,3,4,4,5,2,4,38,2,2,2,NA,2,5
cell_280,3,2,2,3,4,NA,5,2,4,NA,NA,2,2,2,2,NA
cell_281,2,2,NA,NA,4,4,5,2,4,NA,2,2,NA,2,2,0
cell_282,5,2,2,NA,4,4,5,2,4,NA,NA,2,5,2,2,0
cell_283,3,2,2,3,4,NA,5,2,4,5,2,2,0,2,2,2
cell_284,2,2,2,3,4,4,5,2,4,5,2,NA,0,2,2,2
cell_285,0,2,2,3,4,4,5,0,4,3,2,2,2,NA,2,0
cell_286,NA,2,2,3,4,NA,5,3,4,2,NA,NA,0,NA,NA,NA
cell_287,NA,NA,2,3,4,4,5,0,4,0,NA,2,NA,NA,2,NA
cell_288,0,2,2,3,4,NA,5,0,4,NA,2,2,5,2,2,0
cell_289,NA,2,2,2,NA,4,5,NA,2,2,NA,2,0,2,2,2
cell_290,NA,NA,2,2,4,4,NA,5,2,2,2,2,0,2,NA,2
cell_291,0,2,2,2,4,4,5,5,2,NA,2,2,0,2,2,2
cell_292,0,2,2,2,NA,NA,5,NA,2,2,2,2,0,NA,2,NA
cell_293,2,NA,NA,2,NA,4,5,5,2,2,2,2,NA,2,NA,2
cell_294,2,2,2,2,4,4,NA,NA,2,2,NA,2,NA,2,2,2
cell_295,0,2,2,2,4,4,NA,5,2,2,NA,2,2,2,2,2
cell_296,NA,2,NA,2,4,4,5,5,NA,2,2,2,2,2,2,2
cell_297,NA,NA,2,2,4,4,5,5,2,2,2,2,4,NA,2,2
cell_298,2,NA,2,2,4,4,5,5,2,2,2,2,4,2,2,2
cell_299,NA,2,2,NA,4,4,5,5,2,NA,2,2,NA,2,2,2
cell_300,2,2,2,2,NA,NA,5,5,2,NA,0,NA,4,2,2,2
cell_301,2,2,2,2,NA,4,5,5,NA,2,0,2,4,2,NA,NA
cell_302,NA,2,2,2,4,4,NA,5,2,2,NA,2,4,NA,2,2
cell_303,2,2,2,2,4,4,5,NA,2,2,0,2,NA,2,2,2
cell_304,2,2,2,NA,4,4,5,5,2,NA,0,2,4,2,2,2
cell_305,3,2,2,2,4,4,5,5,9,4,2,2,2,2,2,2
cell_306,3,2,2,NA,4,4,5,5,9,4,2,2,NA,2,2,2
cell_307,3,NA,2,2,4,NA,5,5,9,4,NA,2,NA,2,2,2
cell_308,3,2,2,NA,4,4,5,5,9,4,NA,2,0,2,2,2
cell_309,0,2,2,2,4,4,NA,5,NA,4,NA,2,0,2,2,2
cell_310,NA,NA,NA,2,4,4,5,5,NA,4,NA,2,2,NA,2,2
cell_311,0,2,2,2,4,4,5,5,9,4,2,2,NA,NA,2,2
cell_312,0,2,2,NA,NA,4,5,5,9,NA,2,2,0,2,NA,NA
cell_313,0,2,2,NA,4,4,5,5,NA,4,0,NA,NA,NA,2,NA
cell_314,NA,2,2,2,4,4,5,5,9,4,NA,2,2,NA,2,NA
cell_315,0,2,2,2,4,4,5,5,9,4,NA,NA,NA,2,2,NA
cell_316,NA,2,2,2,NA,4,5,5,NA,4,2,2,NA,2,2,2
cell_317,0,2,2,NA,4,4,5,5,9,4,NA,2,2,NA,2,NA
cell_318,0,NA,2,2,4,4,5,5,9,4,5,2,2,2,2,NA
cell_319,2,2,NA,NA,4,NA,NA,5,9,4,0,2,2,2,2,NA
cell_320,2,2,2,2,4,4,NA,NA,9,NA,NA,2,2,2,2,2
cell_321,5,NA,2,113,4,4,NA,2,0,0,NA,NA,2,2,2,3
cell_322,5,2,2,113,4,4,3,NA,2,0,NA,2,2,2,2,3
cell_323,5,2,2,113,4,4,3,2,0,5,2,NA,2,2,2,3
cell_324,NA,2,NA,113,4,4,NA,2,0,0,2,2,2,2,2,3
cell_325,4,2,2,113,4,4,NA,2,0,0,2,2,2,NA,NA,NA
cell_326,4,2,2,113,4,4,3,2,0,NA,2,NA,NA,2,2,NA
cell_327,4,2,2,113,4,4,3,2,NA,0,2,2,2,2,2,NA
cell_328,4,2,2,113,NA,4,NA,2,12,NA,2,2,2,NA,2,3
cell_329,0,2,2,NA,4,4,3,2,3,NA,NA,2,2,2,2,NA
cell_330,0,2,2,113,4,4,3,2,3,2,NA,2,2,2,2,NA
cell_331,0,2,2,113,4,4,3,2,3,0,0,NA,2,2,2,3
cell_332,0,2,2,113,4,4,3,2,3,0,0,NA,NA,NA,2,3
cell_333,0,2,2,113,4,4,3,NA,3,0,NA,2,2,2,NA,3
cell_334,NA,2,2,113,4,4,3,NA,3,0,0,NA,2,2,2,3
cell_335,0,2,2,113,NA,4,3,2,3,2,0,2,2,NA,2,3
cell_336,0,2,2,113,4,NA,NA,2,3,NA,0,2,2,NA,2,3
cell_337,NA,2,2,113,NA,4,NA,2,5,NA,NA,2,2,2,2,3
cell_338,69,2,NA,113,NA,4,0,2,5,5,NA,2,2,2,2,3
cell_339,69,2,2,NA,4,4,0,2,0,5,NA,2,2,2,2,3
cell_340,69,2,2,113,4,NA,0,2,NA,5,NA,2,2,2,2,NA
cell_341,69,2,2,113,4,4,NA,2,8,5,2,2,2,2,2,3
cell_342,NA,NA,2,113,4,4,5,2,0,5,2,2,2,2,2,3
